Natural Language,Ground Truth,Atomic Proposition
"first, in the future yLULx_uj, and then, at some point either SwsSnwFVf_ or jnHXPSsXRj",G(!( yLULx_uj )) | F(( yLULx_uj ) & F( SwsSnwFVf_ | jnHXPSsXRj )),{SwsSnwFVf_ jnHXPSsXRj yLULx_uj}
at a certain moment both the constructor instantiate objects and an elevator rises after a house is built or the car stops,G(( house_is_built | car_stops ) -> F( constructor_instantiate_objects & elevator_rises )),{car_stops constructor_instantiate_objects elevator_rises house_is_built}
"in any case a constructor creates instances and, at the same time, a semaphore is green and the brake is pressed",G( constructor_creates_instances & semaphore_is_green & brake_is_pressed ),{brake_is_pressed constructor_creates_instances semaphore_is_green}
"always, MVHHFM and, at the same time, ixtESJfEgzcwKWx and z_Ddgoi",G( MVHHFM & ixtESJfEgzcwKWx & z_Ddgoi ),{MVHHFM ixtESJfEgzcwKWx z_Ddgoi}
if _NoASuq then sooner or later odZxPBpCUxTLVSM,G(( _NoASuq ) -> F( odZxPBpCUxTLVSM )),{_NoASuq odZxPBpCUxTLVSM}
"if both the bar is closing and the motorbike is driven then eventually, a constructor creates instances or a motorbike falls down",G(( bar_is_closing & motorbike_is_driven ) -> F( constructor_creates_instances | motorbike_falls_down )),{bar_is_closing constructor_creates_instances motorbike_falls_down motorbike_is_driven}
sooner or later the car starts or a train derails after the motorbike catches fire and a semaphore is red,G(( motorbike_catches_fire & semaphore_is_red ) -> F( car_starts | train_derails )),{car_starts motorbike_catches_fire semaphore_is_red train_derails}
all the time the elevator rises or a constructor instantiate objects or the elevator is open,G( elevator_rises | constructor_instantiate_objects | elevator_is_open ),{constructor_instantiate_objects elevator_is_open elevator_rises}
"under no condition either the manager collect claims, a car stops or the semaphore is green",G(!( manager_collect_claims | car_stops | semaphore_is_green )),{car_stops manager_collect_claims semaphore_is_green}
"eternally, the bridge closes, a semaphore is red and a semaphore is yellow",G( bridge_closes & semaphore_is_red & semaphore_is_yellow ),{bridge_closes semaphore_is_red semaphore_is_yellow}
"every time a table is brown, the escalator moves and the sensor captures data",G( table_is_brown & escalator_moves & sensor_captures_data ),{escalator_moves sensor_captures_data table_is_brown}
if a constructor instantiate objects and the elevator rises then it is going to happen that both the brake is released and the motorbike has stopped,G(( constructor_instantiate_objects & elevator_rises ) -> F( brake_is_released & motorbike_has_stopped )),{brake_is_released constructor_instantiate_objects elevator_rises motorbike_has_stopped}
"finally, the table has been moved or a train stops after a house is open and the brake is released",G(( house_is_open & brake_is_released ) -> F( table_has_been_moved | train_stops )),{brake_is_released house_is_open table_has_been_moved train_stops}
if the brake is pressed and a house is built then it is going to happen that the engine starts or a constructor instantiate objects,G(( brake_is_pressed & house_is_built ) -> F( engine_starts | constructor_instantiate_objects )),{brake_is_pressed constructor_instantiate_objects engine_starts house_is_built}
every time both IxfEKF and dBjDZ then sooner or later xYwgE,G(( IxfEKF & dBjDZ ) -> F( xYwgE )),{IxfEKF dBjDZ xYwgE}
sooner or later both a motorbike catches fire and a sensor gathers information,F( motorbike_catches_fire & sensor_gathers_information ),{motorbike_catches_fire sensor_gathers_information}
"first, at a certain moment the car enters or a motorbike falls down, and then, at some point the engine stops or the elevator is open",G(!( car_enters | motorbike_falls_down )) | F(( car_enters | motorbike_falls_down ) & F( engine_stops | elevator_is_open )),{car_enters elevator_is_open engine_stops motorbike_falls_down}
"as both the bar has to be repaired and the manager collect claims, finally, the car starts or the car stops",G(( bar_has_to_be_repaired & manager_collect_claims ) -> F( car_starts | car_stops )),{bar_has_to_be_repaired car_starts car_stops manager_collect_claims}
JFdGkZmaZESES implies that every time cDgAVHCSMOYIB then it will happen that MeRBWAscRdWPW,G(( JFdGkZmaZESES ) -> G(( cDgAVHCSMOYIB ) -> F( MeRBWAscRdWPW ))),{JFdGkZmaZESES MeRBWAscRdWPW cDgAVHCSMOYIB}
"it is always the case that the bar is down and, at the same time, the semaphore is yellow and the motorbike has started",G( bar_is_down & semaphore_is_yellow & motorbike_has_started ),{bar_is_down motorbike_has_started semaphore_is_yellow}
every time nHGlwOOxDzoFuIJ or HNqKCPnO,G( nHGlwOOxDzoFuIJ | HNqKCPnO ),{HNqKCPnO nHGlwOOxDzoFuIJ}
when a motorbike catches fire then if the bar has to be repaired then sooner or later a sensor retrieves data afterwards,G(( motorbike_catches_fire ) -> G(( bar_has_to_be_repaired ) -> F( sensor_retrieves_data ))),{bar_has_to_be_repaired motorbike_catches_fire sensor_retrieves_data}
"after both the elevator rises and the escalator moves, at some point both the bar has to be repaired and the sensor gathers information",G(( elevator_rises & escalator_moves ) -> F( bar_has_to_be_repaired & sensor_gathers_information )),{bar_has_to_be_repaired elevator_rises escalator_moves sensor_gathers_information}
it never happens that fvlpeFZ,G(!( fvlpeFZ )),{fvlpeFZ}
"as both the train is crossing and the engine stops, finally, either the semaphore is red or the escalator speeds up",G(( train_is_crossing & engine_stops ) -> F( semaphore_is_red | escalator_speeds_up )),{engine_stops escalator_speeds_up semaphore_is_red train_is_crossing}
"as either the escalator speeds up or the engine starts, in the future both the escalator moves and a house is open",G(( escalator_speeds_up | engine_starts ) -> F( escalator_moves & house_is_open )),{engine_starts escalator_moves escalator_speeds_up house_is_open}
at some point the sensor retrieves data or the semaphore is yellow after the train has arrived and the brake is pressed,G(( train_has_arrived & brake_is_pressed ) -> F( sensor_retrieves_data | semaphore_is_yellow )),{brake_is_pressed semaphore_is_yellow sensor_retrieves_data train_has_arrived}
"first, finally, the table is brown and the escalator moves, and then, at some point in time the engine starts and a constructor creates instances",G(!( table_is_brown & escalator_moves )) | F(( table_is_brown & escalator_moves ) & F( engine_starts & constructor_creates_instances )),{constructor_creates_instances engine_starts escalator_moves table_is_brown}
a train is crossing involves that always when the table is old then it is going to happen that the elevator rises,G(( train_is_crossing ) -> G(( table_is_old ) -> F( elevator_rises ))),{elevator_rises table_is_old train_is_crossing}
it is always true that a train has arrived and together the elevator rises and the semaphore is yellow,G( train_has_arrived & elevator_rises & semaphore_is_yellow ),{elevator_rises semaphore_is_yellow train_has_arrived}
under no condition an elevator falls or the bar has to be repaired or the house is built,G(!( elevator_falls | bar_has_to_be_repaired | house_is_built )),{bar_has_to_be_repaired elevator_falls house_is_built}
"at some point both the escalator moves and a train stops and, it will happen that both the train has arrived and a manager handles requests afterwards",G(!( escalator_moves & train_stops )) | F(( escalator_moves & train_stops ) & F( train_has_arrived & manager_handles_requests )),{escalator_moves manager_handles_requests train_has_arrived train_stops}
"it should not happen that the engine breaks and, at the same time, a train has been launched and the escalator is blocked",G(!( engine_breaks & train_has_been_launched & escalator_is_blocked )),{engine_breaks escalator_is_blocked train_has_been_launched}
"eternally, a constructor creates instances, the sensor gathers information and the car enters",G( constructor_creates_instances & sensor_gathers_information & car_enters ),{car_enters constructor_creates_instances sensor_gathers_information}
"after the bridge opens or the elevator rises, it is going to happen that a house is open or a constructor instantiate objects",G(( bridge_opens | elevator_rises ) -> F( house_is_open | constructor_instantiate_objects )),{bridge_opens constructor_instantiate_objects elevator_rises house_is_open}
"finally, FqKKRfTXuFu or auyKjkOmS",F( FqKKRfTXuFu | auyKjkOmS ),{auyKjkOmS qKKRfTXuFu}
"first, eventually, the bar is closing and the elevator is blocked, and then, finally, both a constructor creates instances and a motorbike has stopped",G(!( bar_is_closing & elevator_is_blocked )) | F(( bar_is_closing & elevator_is_blocked ) & F( constructor_creates_instances & motorbike_has_stopped )),{bar_is_closing constructor_creates_instances elevator_is_blocked motorbike_has_stopped}
"eternally, the motorbike has stopped, the bridge opens and the semaphore is yellow",G( motorbike_has_stopped & bridge_opens & semaphore_is_yellow ),{bridge_opens motorbike_has_stopped semaphore_is_yellow}
if either a manager handles requests or a constructor instantiate objects then it is going to happen that the car stops and the house collapses,G(( manager_handles_requests | constructor_instantiate_objects ) -> F( car_stops & house_collapses )),{car_stops constructor_instantiate_objects house_collapses manager_handles_requests}
it is always true that the bar is down or a manager collect claims or the escalator is blocked,G( bar_is_down | manager_collect_claims | escalator_is_blocked ),{bar_is_down escalator_is_blocked manager_collect_claims}
"as the brake is pressed or the motorbike catches fire, eventually, the train has arrived and a sensor captures data",G(( brake_is_pressed | motorbike_catches_fire ) -> F( train_has_arrived & sensor_captures_data )),{brake_is_pressed motorbike_catches_fire sensor_captures_data train_has_arrived}
every time MmZdRrriw then in the future cAnaSzKgCCcLc,G(( MmZdRrriw ) -> F( cAnaSzKgCCcLc )),{MmZdRrriw cAnaSzKgCCcLc}
the semaphore is green implies that every time the motorbike catches fire then at some point the escalator moves,G(( semaphore_is_green ) -> G(( motorbike_catches_fire ) -> F( escalator_moves ))),{escalator_moves motorbike_catches_fire semaphore_is_green}
"eventually, the table has been moved and the engine stops and, it is going to happen that an elevator is open or the engine stops afterwards",G(!( table_has_been_moved & engine_stops )) | F(( table_has_been_moved & engine_stops ) & F( elevator_is_open | engine_stops )),{elevator_is_open engine_stops table_has_been_moved}
"forever, a car enters and together the bar is up and a sensor gathers information",G( car_enters & bar_is_up & sensor_gathers_information ),{bar_is_up car_enters sensor_gathers_information}
"as the sensor captures data and the semaphore is yellow, at some point either the house is open or the table has been moved",G(( sensor_captures_data & semaphore_is_yellow ) -> F( house_is_open | table_has_been_moved )),{house_is_open semaphore_is_yellow sensor_captures_data table_has_been_moved}
"in any case the bar is up, the table has been moved and the train derails",G( bar_is_up & table_has_been_moved & train_derails ),{bar_is_up table_has_been_moved train_derails}
"first, sooner or later a car starts and a semaphore is red, and then, at some point in time a table is brown or the motorbike has started",G(!( car_starts & semaphore_is_red )) | F(( car_starts & semaphore_is_red ) & F( table_is_brown | motorbike_has_started )),{car_starts motorbike_has_started semaphore_is_red table_is_brown}
"eventually, either a table is old, the table is brown or the table has been moved",F( table_is_old | table_is_brown | table_has_been_moved ),{table_has_been_moved table_is_brown table_is_old}
"in any case a semaphore is red and, at the same time, the semaphore is green and the bar is closing",G( semaphore_is_red & semaphore_is_green & bar_is_closing ),{bar_is_closing semaphore_is_green semaphore_is_red}
"it is going to happen that a motorbike has stopped, the escalator speeds up and a bridge opens",F( motorbike_has_stopped & escalator_speeds_up & bridge_opens ),{bridge_opens escalator_speeds_up motorbike_has_stopped}
