original NL;original LTL;Spot LTL;APs;ap_NL;dict_AP;AP_lifted_dict;lifted_LTL;source;normalized_LTL_formula;lifted_lifted_LTL_formula;batch_id
If (prop_2) is equivalent to (prop_4), or if (prop_3), then you should do (prop_1) .;( ( prop_2 <-> prop_4 ) | ( prop_3 -> prop_1 ) );(prop_2 <-> prop_4) | (prop_3 -> prop_1);['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;(ap_1 <-> ap_3) | (ap_2 -> ap_0);lifted_data_pureLTL.jsonl;(prop <-> prop) | (prop -> prop);(prop <-> prop) | (prop -> prop);6
never drop apple and never drop apple;G ( ! ( drop_apple ) ) & G ( ! ( drop_apple ) );"G!""drop(apple)""";['drop_apple'];;;;G!ap_0;VLTL-Bench_Prev;G!prop;G!prop;6
at some point both the train has arrived and the elevator falls and, at some point the sensor gathers information afterwards;G(!( train_has_arrived & elevator_falls )) | F(( train_has_arrived & elevator_falls ) & F( sensor_gathers_information ));G!(elevator_falls & train_has_arrived) | F(elevator_falls & train_has_arrived & Fsensor_gathers_information);['elevator_falls', 'sensor_gathers_information', 'train_has_arrived'];at some point both the train_has_arrived and the elevator_falls and, at some point the sensor_gathers_information afterwards;;{'elevator_falls': 'ap_0', 'sensor_gathers_information': 'ap_1', 'train_has_arrived': 'ap_2'};G!(ap_0 & ap_2) | F(ap_0 & ap_2 & Fap_1);NL-to-LTL-Synthetic-Datasetprocessed_data;G!(prop & prop) | F(prop & prop & Fprop);G!(prop & prop) | F(prop & prop & Fprop);6
in the future a car enters or the escalator speeds up or the semaphore is broken;F( car_enters | escalator_speeds_up | semaphore_is_broken );F(car_enters | escalator_speeds_up | semaphore_is_broken);['escalator_speeds_up', 'car_enters', 'semaphore_is_broken'];in the future a car_enters or the escalator_speeds_up or the semaphore_is_broken;;{'escalator_speeds_up': 'ap_0', 'car_enters': 'ap_1', 'semaphore_is_broken': 'ap_2'};F(ap_1 | ap_0 | ap_2);NL-to-LTL-Synthetic-Datasetprocessed_data;F(prop | prop | prop);F(prop | prop | prop);6
never ( prop_1 ) until whenever ( prop_2 );G ( ! prop_1 U F prop_2 );G(!prop_1 U Fprop_2);['prop_1', 'prop_2'];;;;G(!ap_0 U Fap_1);lifted_data_pureLTL.jsonl;G(!prop U Fprop);G(!prop U Fprop);6
As soon as the scenario that ( prop_3 ) is observed then the following condition holds : simultaneously the event that ( prop_2 ) should happen and instantly ( prop_1 ) .;G ( prop_3 -> ( prop_2 & prop_1 ) );G(prop_3 -> (prop_1 & prop_2));['prop_1', 'prop_2', 'prop_3'];;;;G(ap_2 -> (ap_0 & ap_1));lifted_data_pureLTL.jsonl;G(prop -> (prop & prop));G(prop -> (prop & prop));6
If pickup the knife holds and deliver the snowboard to the loading_dock holds next, then get_help holds in the step after that.;"G ( pickup_knife & X deliver_snowboard_loading_dock -> X X ""get_help"" )";"G((""pickup(knife)"" & X""deliver(snowboard,loading_dock)"") -> XXget_help)";['get_help', 'pickup_knife', 'deliver_snowboard_loading_dock'];;;;G((ap_1 & Xap_2) -> XXap_0);VLTL-Bench_New;G((prop & Xprop) -> XXprop);G((prop & Xprop) -> XXprop);6
( prop_1 ) and ( prop_2 );( prop_1 & prop_2 );prop_1 & prop_2;['prop_1', 'prop_2'];;;;ap_0 & ap_1;lifted_data_pureLTL.jsonl;prop & prop;prop & prop;6
Go to street_2 and stay there indefinitely;"F G ""street_2""";FGstreet_2;['street_2'];;;;FGap_0;VLTL-Bench_Prev;FGprop;FGprop;6
always, either the house is built or a motorbike falls down;G( house_is_built | motorbike_falls_down );G(house_is_built | motorbike_falls_down);['house_is_built', 'motorbike_falls_down'];always, either the house_is_built or a motorbike_falls_down;;{'house_is_built': 'ap_0', 'motorbike_falls_down': 'ap_1'};G(ap_0 | ap_1);NL-to-LTL-Synthetic-Datasetprocessed_data;G(prop | prop);G(prop | prop);6
When ( prop_2 ) or the transition action that ( prop_3 ) gets detected then all of the following conditions hold : ( prop_1 ) .;G ( ( prop_2 | prop_3 ) -> G prop_1 );G((prop_2 | prop_3) -> Gprop_1);['prop_1', 'prop_2', 'prop_3'];;;;G((ap_1 | ap_2) -> Gap_0);lifted_data_pureLTL.jsonl;G((prop | prop) -> Gprop);G((prop | prop) -> Gprop);6
it is always the case that the brake is pressed and the bar is down after either the motorbike catches fire or the escalator speeds up;G(( motorbike_catches_fire | escalator_speeds_up ) -> G( brake_is_pressed & bar_is_down ));G((escalator_speeds_up | motorbike_catches_fire) -> G(bar_is_down & brake_is_pressed));['brake_is_pressed', 'escalator_speeds_up', 'motorbike_catches_fire', 'bar_is_down'];it is always the case that the brake_is_pressed and the bar_is_down after either the motorbike_catches_fire or the escalator_speeds_up;;{'brake_is_pressed': 'ap_0', 'escalator_speeds_up': 'ap_1', 'motorbike_catches_fire': 'ap_2', 'bar_is_down': 'ap_3'};G((ap_1 | ap_2) -> G(ap_3 & ap_0));NL-to-LTL-Synthetic-Datasetprocessed_data;G((prop | prop) -> G(prop & prop));G((prop | prop) -> G(prop & prop));6
( prop_1 ) and never ( prop_2 );( prop_1 & G ( ! prop_2 ) );prop_1 & G!prop_2;['prop_1', 'prop_2'];;;;ap_0 & G!ap_1;lifted_data_pureLTL.jsonl;prop & G!prop;prop & G!prop;6
You must eventually search the carrot and pickup the sandwich.;F ( search_carrot & pickup_sandwich );"F(""pickup(sandwich)"" & ""search(carrot)"")";['search_carrot', 'pickup_sandwich'];;;;F(ap_1 & ap_0);VLTL-Bench_New;F(prop & prop);F(prop & prop);6
Stay confined to county_4 as you repeatedly deliver package_4 from office_3 to office_8;"G ""county_4"" & G F ( ""office_3"" & F ( ""p_package_4"" & F ( ""office_8"" & ""pd"" ) ) )";Gcounty_4 & GF(office_3 & F(p_package_4 & F(office_8 & pd)));['pd', 'p_package_4', 'county_4', 'office_3', 'office_8'];;;;Gap_2 & GF(ap_3 & F(ap_1 & F(ap_4 & ap_0)));VLTL-Bench_Prev;Gprop & GF(prop & F(prop & F(prop & prop)));Gprop & GF(prop & F(prop & F(prop & prop)));6
whenever ( prop_1 ) and ( prop_2 );F ( prop_1 & prop_2 );F(prop_1 & prop_2);['prop_1', 'prop_2'];;;;F(ap_0 & ap_1);lifted_data_pureLTL.jsonl;F(prop & prop);F(prop & prop);6
As soon as ( prop_4 ) , or ( prop_2 ) , then the following condition holds : at the same moment ( prop_3 ) , and ( prop_1 ) at the same time instant .;G ( ( prop_4 | prop_2 ) -> ( prop_3 & prop_1 ) );G((prop_2 | prop_4) -> (prop_1 & prop_3));['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;G((ap_1 | ap_3) -> (ap_0 & ap_2));lifted_data_pureLTL.jsonl;G((prop | prop) -> (prop & prop));G((prop | prop) -> (prop & prop));6
if at any time ( prop_1 ) , ( prop_2 );( F prop_1 -> prop_2 );Fprop_1 -> prop_2;['prop_1', 'prop_2'];;;;Fap_0 -> ap_1;lifted_data_pureLTL.jsonl;Fprop -> prop;Fprop -> prop;6
at some time ( prop_1 ) or never ( prop_2 );F ( prop_1 | G ( ! prop_2 ) );F(prop_1 | G!prop_2);['prop_1', 'prop_2'];;;;F(ap_0 | G!ap_1);lifted_data_pureLTL.jsonl;F(prop | G!prop);F(prop | G!prop);6
when ( prop_1 ) , when possible ( prop_2 );( prop_1 -> F prop_2 );prop_1 -> Fprop_2;['prop_1', 'prop_2'];;;;ap_0 -> Fap_1;lifted_data_pureLTL.jsonl;prop -> Fprop;prop -> Fprop;6
Whenever deliver the tennis_racket to the shelf holds, from the next step onwards deliver the bench to the loading_dock will eventually hold.;G ( deliver_tennis_racket_shelf -> X F deliver_bench_loading_dock );"G(""deliver(tennis_racket,shelf)"" -> XF""deliver(bench,loading_dock)"")";['deliver_tennis_racket_shelf', 'deliver_bench_loading_dock'];;;;G(ap_0 -> XFap_1);VLTL-Bench_New;G(prop -> XFprop);G(prop -> XFprop);6
You must always avoid doing not go near the probable_flood.;G ( ! avoid_probable_flood );"G!""avoid(probable_flood)""";['avoid_probable_flood'];;;;G!ap_0;VLTL-Bench_New;G!prop;G!prop;6
drop pear or never drop orange;drop_pear | G ( ! ( drop_orange ) );"""drop(pear)"" | G!""drop(orange)""";['drop_orange', 'drop_pear'];;;;ap_1 | G!ap_0;VLTL-Bench_Prev;prop | G!prop;prop | G!prop;6
The scenario in which (prop_3) happens and continues until (prop_1) happens is equivalent to the scenario in which (prop_2) does not happen .;( ( prop_3 U prop_1 ) <-> ! prop_2 );!prop_2 <-> (prop_3 U prop_1);['prop_1', 'prop_2', 'prop_3'];;;;!ap_1 <-> (ap_2 U ap_0);lifted_data_pureLTL.jsonl;!prop <-> (prop U prop);!prop <-> (prop U prop);6
Ensure that either ( prop_3 ) is always true or ( prop_1 ) happens, and at the same time, ( prop_2 ) does not happen.;( ( G ( prop_3 ) | prop_1 ) & ! prop_2 );!prop_2 & (prop_1 | Gprop_3);['prop_1', 'prop_2', 'prop_3'];;;;!ap_1 & (ap_0 | Gap_2);lifted_data_pureLTL.jsonl;!prop & (prop | Gprop);!prop & (prop | Gprop);6
go_by waste bin until when possible venture_to house;go_by_waste_bin U F ( venture_to_house );"""go_by(waste_bin)"" U F""venture_to(house)""";['venture_to_house', 'go_by_waste_bin'];;;;ap_1 U Fap_0;VLTL-Bench_Prev;prop U Fprop;prop U Fprop;6
Deliver aid to the injured_rescuer should always hold, with at most a two-step grace period for recovery.;! G ( ! ( deliver_aid_injured_rescuer & X deliver_aid_injured_rescuer ) );"!G!(""deliver_aid(injured_rescuer)"" & X""deliver_aid(injured_rescuer)"")";['deliver_aid_injured_rescuer'];;;;!G!(ap_0 & Xap_0);VLTL-Bench_New;!G!(prop & Xprop);!G!(prop & Xprop);6
Give aid to the safe_rescuer must keep holding until, from some point on, photo debris holds infinitely often.;deliver_aid_safe_rescuer U ( G ( F photo_debris ) );"""deliver_aid(safe_rescuer)"" U GF""photo(debris)""";['photo_debris', 'deliver_aid_safe_rescuer'];;;;ap_1 U GFap_0;VLTL-Bench_New;prop U GFprop;prop U GFprop;6
If ( prop_3 ) is equivalent to ( prop_2 ) or else ( prop_1 ) or else ( prop_4 ) .;( ( ( prop_3 <-> prop_2 ) | prop_1 ) | prop_4 );prop_1 | prop_4 | (prop_2 <-> prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;ap_0 | ap_3 | (ap_1 <-> ap_2);lifted_data_pureLTL.jsonl;prop | prop | (prop <-> prop);prop | prop | (prop <-> prop);6
don't ( prop_1 ) until ( prop_2 );! ( prop_1 U prop_2 );!(prop_1 U prop_2);['prop_1', 'prop_2'];;;;!(ap_0 U ap_1);lifted_data_pureLTL.jsonl;!(prop U prop);!(prop U prop);6
Either (prop_4) or (prop_2) should happen, and at the same time, either (prop_1) or (prop_3) .;( ( prop_4 | prop_2 ) & ( prop_1 | prop_3 ) );(prop_2 | prop_4) & (prop_1 | prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;(ap_1 | ap_3) & (ap_0 | ap_2);lifted_data_pureLTL.jsonl;(prop | prop) & (prop | prop);(prop | prop) & (prop | prop);6
at any time visit trash bin or never drop orange;F ( visit_trash_bin ) | G ( ! ( drop_orange ) );"F""visit(trash_bin)"" | G!""drop(orange)""";['drop_orange', 'visit_trash_bin'];;;;Fap_1 | G!ap_0;VLTL-Bench_Prev;Fprop | G!prop;Fprop | G!prop;6
forever, a manager collect claims, an elevator is open and the bar is up;G( manager_collect_claims & elevator_is_open & bar_is_up );G(bar_is_up & elevator_is_open & manager_collect_claims);['bar_is_up', 'manager_collect_claims', 'elevator_is_open'];forever, a manager_collect_claims, an elevator_is_open and the bar_is_up;;{'bar_is_up': 'ap_0', 'manager_collect_claims': 'ap_1', 'elevator_is_open': 'ap_2'};G(ap_0 & ap_2 & ap_1);NL-to-LTL-Synthetic-Datasetprocessed_data;G(prop & prop & prop);G(prop & prop & prop);6
( prop_3 ) is detected or ( prop_1 ) is detected, and ( prop_2 ) should be observed as well .;( ( prop_3 | prop_1 ) & prop_2 );prop_2 & (prop_1 | prop_3);['prop_1', 'prop_2', 'prop_3'];;;;ap_1 & (ap_0 | ap_2);lifted_data_pureLTL.jsonl;prop & (prop | prop);prop & (prop | prop);6
Ensure that (prop_1) happens soon, but do not let (prop_3) occur until after (prop_2).;( F prop_1 & ( ! prop_3 U prop_2 ) );Fprop_1 & (!prop_3 U prop_2);['prop_1', 'prop_2', 'prop_3'];;;;Fap_0 & (!ap_2 U ap_1);lifted_data_pureLTL.jsonl;Fprop & (!prop U prop);Fprop & (!prop U prop);6
whenever ( prop_1 ) and repeatedly ( prop_2 );F ( prop_1 & G ( F prop_2 ) );F(prop_1 & GFprop_2);['prop_1', 'prop_2'];;;;F(ap_0 & GFap_1);lifted_data_pureLTL.jsonl;F(prop & GFprop);F(prop & GFprop);6
as a train derails, it will happen that the brake is pressed and a house is built;G(( train_derails ) -> F( brake_is_pressed & house_is_built ));G(train_derails -> F(brake_is_pressed & house_is_built));['brake_is_pressed', 'train_derails', 'house_is_built'];as a train_derails, it will happen that the brake_is_pressed and a house_is_built;;{'brake_is_pressed': 'ap_0', 'train_derails': 'ap_1', 'house_is_built': 'ap_2'};G(ap_1 -> F(ap_0 & ap_2));NL-to-LTL-Synthetic-Datasetprocessed_data;G(prop -> F(prop & prop));G(prop -> F(prop & prop));6
never drop apple or at any time get_hold orange;G ( ! ( drop_apple ) ) | F ( get_hold_orange );"G!""drop(apple)"" | F""get_hold(orange)""";['drop_apple', 'get_hold_orange'];;;;G!ap_0 | Fap_1;VLTL-Bench_Prev;G!prop | Fprop;G!prop | Fprop;6
If ( prop_1 ) then ( prop_3 ) at some point and this scenario continues until ( prop_2 ) is detected , and ( prop_4 ) .;( ( ( prop_1 -> prop_3 ) U prop_2 ) & prop_4 );prop_4 & ((prop_1 -> prop_3) U prop_2);['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;ap_3 & ((ap_0 -> ap_2) U ap_1);lifted_data_pureLTL.jsonl;prop & ((prop -> prop) U prop);prop & ((prop -> prop) U prop);6
hold_on_to pear until at any time procure orange;hold_on_to_pear U F ( procure_orange );"""hold_on_to(pear)"" U F""procure(orange)""";['procure_orange', 'hold_on_to_pear'];;;;ap_1 U Fap_0;VLTL-Bench_Prev;prop U Fprop;prop U Fprop;6
If (prop_1) then (prop_4) happens, the above scenario holds if and only if (prop_3) or (prop_2) happens .;( ( prop_1 -> prop_4 ) <-> ( prop_3 | prop_2 ) );(prop_1 -> prop_4) <-> (prop_2 | prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;(ap_0 -> ap_3) <-> (ap_1 | ap_2);lifted_data_pureLTL.jsonl;(prop -> prop) <-> (prop | prop);(prop -> prop) <-> (prop | prop);6
never ( prop_1 ) or ( prop_2 );G ( ! prop_1 | prop_2 );G(!prop_1 | prop_2);['prop_1', 'prop_2'];;;;G(!ap_0 | ap_1);lifted_data_pureLTL.jsonl;G(!prop | prop);G(!prop | prop);6
If ( prop_1 ) and ( prop_6 ), then ( prop_2 ) until ( prop_4 ) does not happen , and ( prop_3 ) until ( prop_5 ) does not happen .;( ( ( prop_1 & prop_6 ) -> ( prop_2 U ! prop_4 ) ) & ( prop_3 U ! prop_5 ) );((prop_1 & prop_6) -> (prop_2 U !prop_4)) & (prop_3 U !prop_5);['prop_1', 'prop_2', 'prop_3', 'prop_4', 'prop_5', 'prop_6'];;;;((ap_0 & ap_5) -> (ap_1 U !ap_3)) & (ap_2 U !ap_4);lifted_data_pureLTL.jsonl;((prop & prop) -> (prop U !prop)) & (prop U !prop);((prop & prop) -> (prop U !prop)) & (prop U !prop);6
As soon as ( prop_2 ) or ( prop_1 ) then the condition that ( prop_3 ) shall not be true .;G ( ( prop_2 | prop_1 ) -> ! ( G prop_3 ) );G((prop_1 | prop_2) -> !Gprop_3);['prop_1', 'prop_2', 'prop_3'];;;;G((ap_0 | ap_1) -> !Gap_2);lifted_data_pureLTL.jsonl;G((prop | prop) -> !Gprop);G((prop | prop) -> !Gprop);6
(prop_3) is equivalent to (prop_2) at some point, or always (prop_1) .;( ( prop_3 <-> prop_2 ) | G prop_1 );(prop_2 <-> prop_3) | Gprop_1;['prop_1', 'prop_2', 'prop_3'];;;;(ap_1 <-> ap_2) | Gap_0;lifted_data_pureLTL.jsonl;(prop <-> prop) | Gprop;(prop <-> prop) | Gprop;6
Go to hospital 3 and pick up water bottle 4 while never entering pharmacy 2;<>(hospital_3&&p_bottle_4)&&[]!pharmacy_2;F(hospital_3 & p_bottle_4) & G!pharmacy_2;['p_bottle_4', 'hospital_3', 'pharmacy_2'];Go to hospital_3 and pick up water p_bottle_4 while never entering pharmacy_2;{'bottle 4': 'p_bottle_4', 'hospital 3': 'hospital_3', 'pharmacy 2': 'pharmacy_2'};{'p_bottle_4': 'ap_0', 'hospital_3': 'ap_1', 'pharmacy_2': 'ap_2'};F(ap_1 & ap_0) & G!ap_2;ConformalNL2LTL;F(prop & prop) & G!prop;F(prop & prop) & G!prop;6
go_to bucket or move_to tree;go_to_bucket | move_to_tree;"""go_to(bucket)"" | ""move_to(tree)""";['go_to_bucket', 'move_to_tree'];;;;ap_0 | ap_1;VLTL-Bench_Prev;prop | prop;prop | prop;6
forever touch flag or whenever journey_by house;G ( touch_flag ) | F ( journey_by_house );"G""touch(flag)"" | F""journey_by(house)""";['journey_by_house', 'touch_flag'];;;;Gap_1 | Fap_0;VLTL-Bench_Prev;Gprop | Fprop;Gprop | Fprop;6
It is not the case that ( prop_1 ) and ( prop_2 ) both happen, or else ( prop_3 ) .;( ! ( prop_1 & prop_2 ) | prop_3 );prop_3 | !(prop_1 & prop_2);['prop_1', 'prop_2', 'prop_3'];;;;ap_2 | !(ap_0 & ap_1);lifted_data_pureLTL.jsonl;prop | !(prop & prop);prop | !(prop & prop);6
never ( prop_1 ) and ( prop_2 );G ( ! prop_1 & prop_2 );G(!prop_1 & prop_2);['prop_1', 'prop_2'];;;;G(!ap_0 & ap_1);lifted_data_pureLTL.jsonl;G(!prop & prop);G(!prop & prop);6
If (prop_1), (prop_2) and (prop_3) as well.;( prop_1 -> ( prop_2 & prop_3 ) );prop_1 -> (prop_2 & prop_3);['prop_1', 'prop_2', 'prop_3'];;;;ap_0 -> (ap_1 & ap_2);lifted_data_pureLTL.jsonl;prop -> (prop & prop);prop -> (prop & prop);6
If idle ever holds, deliver the skateboard to the loading_dock must have held beforehand.;"( F ""idle"" ) -> ( ! ""idle"" U ( deliver_skateboard_loading_dock & ! ""idle"" ) )";"Fidle -> (!idle U (""deliver(skateboard,loading_dock)"" & !idle))";['idle', 'deliver_skateboard_loading_dock'];;;;Fap_0 -> (!ap_0 U (ap_1 & !ap_0));VLTL-Bench_New;Fprop -> (!prop U (prop & !prop));Fprop -> (!prop U (prop & !prop));6
if take apple , move_to trash can;take_apple -> move_to_trash_can;"""take(apple)"" -> ""move_to(trash_can)""";['take_apple', 'move_to_trash_can'];;;;ap_0 -> ap_1;VLTL-Bench_Prev;prop -> prop;prop -> prop;6
Either both ( prop_3 ) and ( prop_1 ) happen at the same time or eventually ( prop_2 ) will happen in the future.;( ( prop_3 & prop_1 ) | F prop_2 );(prop_1 & prop_3) | Fprop_2;['prop_1', 'prop_2', 'prop_3'];;;;(ap_0 & ap_2) | Fap_1;lifted_data_pureLTL.jsonl;(prop & prop) | Fprop;(prop & prop) | Fprop;6
The system must eventually, avoid returning to base.;"F ( ! ""go_home"" )";F!go_home;['go_home'];;;;F!ap_0;VLTL-Bench_New;F!prop;F!prop;6
The scenario in which (prop_3) does not occur is equivalent to the scenario in which (prop_1) happens and continues until (prop_2) .;( ! prop_3 <-> ( prop_1 U prop_2 ) );!prop_3 <-> (prop_1 U prop_2);['prop_1', 'prop_2', 'prop_3'];;;;!ap_2 <-> (ap_0 U ap_1);lifted_data_pureLTL.jsonl;!prop <-> (prop U prop);!prop <-> (prop U prop);6
it never happens that a table is brown, the escalator moves and the elevator falls;G(!( table_is_brown & escalator_moves & elevator_falls ));G!(elevator_falls & escalator_moves & table_is_brown);['table_is_brown', 'elevator_falls', 'escalator_moves'];it never happens that a table_is_brown, the escalator_moves and the elevator_falls;;{'table_is_brown': 'ap_0', 'elevator_falls': 'ap_1', 'escalator_moves': 'ap_2'};G!(ap_1 & ap_2 & ap_0);NL-to-LTL-Synthetic-Datasetprocessed_data;G!(prop & prop & prop);G!(prop & prop & prop);6
approach tree and pick_up fruit;approach_tree & pick_up_fruit;"""approach(tree)"" & ""pick_up(fruit)""";['pick_up_fruit', 'approach_tree'];;;;ap_1 & ap_0;VLTL-Bench_Prev;prop & prop;prop & prop;6
sooner or later either the motorbike has stopped or a motorbike has started and, finally, a train has arrived or the escalator is blocked afterwards;G(!( motorbike_has_stopped | motorbike_has_started )) | F(( motorbike_has_stopped | motorbike_has_started ) & F( train_has_arrived | escalator_is_blocked ));G!(motorbike_has_started | motorbike_has_stopped) | F((motorbike_has_started | motorbike_has_stopped) & F(escalator_is_blocked | train_has_arrived));['motorbike_has_stopped', 'motorbike_has_started', 'escalator_is_blocked', 'train_has_arrived'];sooner or later either the motorbike_has_stopped or a motorbike_has_started and, finally, a train_has_arrived or the escalator_is_blocked afterwards;;{'motorbike_has_stopped': 'ap_0', 'motorbike_has_started': 'ap_1', 'escalator_is_blocked': 'ap_2', 'train_has_arrived': 'ap_3'};G!(ap_1 | ap_0) | F((ap_1 | ap_0) & F(ap_2 | ap_3));NL-to-LTL-Synthetic-Datasetprocessed_data;G!(prop | prop) | F((prop | prop) & F(prop | prop));G!(prop | prop) | F((prop | prop) & F(prop | prop));6
